sample,time,RAX_A,RAX_B,RAX_C,RAX_D,RAX_E,RAX_F,RAX_G,RAX_H,Boost_Target,Boost_Error,MAF_Frequency,AFR_O2_WB_ADC,LogEntryDate,LogEntrySeconds,LogNotes,Custom
877,65.850,2793954184,269516800,272892046,476643407,1343246098,557010048,12933707,268505104,12.1886,0,25,12.3309,0,0,0,0
878,65.925,2793954184,269516800,272892045,459866191,1343246098,557010048,12802635,268439568,12.1886,0,25,12.5375,0,0,0,0
879,66.000,2793954184,269516800,272892045,459866191,1343246097,557010048,12802635,268439568,12.1886,0,25,12.2264,0,0,0,0
880,66.075,2793954184,269516800,272892046,476643407,1343246097,540232832,12802635,268636176,12.1886,0,25,12.3309,0,0,0,0
881,66.150,2793954184,269516800,272892046,476643407,1343246098,540232832,12933707,268963856,11.9951,0,25,12.2786,0,0,0,0
882,66.225,2793954184,252739584,256114829,468254799,1343246098,540232832,12933707,252579855,11.9951,0,25,12.3309,0,0,0,0
883,66.300,2793954184,252739584,256114830,468254799,1343246097,540232832,12933707,252579855,11.9951,0,25,12.2264,0,0,0,0
884,66.375,2793954184,252739584,255983759,468254799,1343246097,540232832,12868171,268439567,11.9951,0,25,12.1741,0,0,0,0
885,66.450,2793954184,269516800,272760975,468254799,1343246097,540232832,12868171,268767247,11.9951,0,25,12.3807,0,0,0,0
886,66.525,2793954184,269516800,272760975,468254799,1343246097,540232832,12868171,252317711,11.9951,0,25,12.2786,0,0,0,0
887,66.600,2793954184,252739584,256114830,468254799,1343246097,540232832,12802635,252579855,11.9951,0,25,12.4853,0,0,0,0
888,66.675,2793954184,252739584,256114830,468254799,1343246097,540232832,12802635,252579855,11.9951,0,25,12.2786,0,0,0,0
889,66.750,2793954184,252739584,255983759,468254799,1343246098,540232832,12802635,252579855,11.9951,0,25,12.2786,0,0,0,0
890,66.825,2793954184,252739584,255983759,468254799,1343246098,540232832,12802635,252579855,11.8017,0,25,12.3807,0,0,0,0
891,66.900,2793954184,252739584,256114829,468254799,1343246098,540232832,12802635,252579855,11.8017,0,25,12.2786,0,0,0,0
892,66.975,2793954184,252739584,256114829,459866191,1343246098,540232832,12802635,252579855,11.8017,0,25,12.2264,0,0,0,0
893,67.050,2793954184,252739584,256114828,459866191,1343246097,540232832,12868427,252579855,11.9951,0,25,12.2786,0,0,0,0
894,67.125,2793954184,252739584,255983754,476643407,1343246097,540232832,12868427,252579855,11.9951,0,25,12.3807,0,0,0,0
895,67.200,2793954184,252739584,256114825,476643407,1343246354,540232832,12868427,252579855,11.9951,0,25,12.3807,0,0,0,0
896,67.275,2793954184,269516800,272760970,476643407,1343246354,540232832,12868427,252579855,11.9951,0,25,12.3309,0,0,0,0
897,67.350,2810731400,269516800,272892042,476643407,1343246353,540232832,12868427,252579855,11.9951,0,25,12.3309,0,0,0,0
898,67.425,2810731400,269516800,272892041,468254799,1343246353,540232832,12868427,252579855,11.9951,0,25,12.4853,0,0,0,0
899,67.500,2810731400,269516800,272892041,468254799,1343246354,540232832,12933963,252579855,11.9951,0,25,12.2786,0,0,0,0
900,67.575,2810731400,269516800,272892040,476643407,1343246354,540232832,12933963,252579855,11.9951,0,25,12.2264,0,0,0,0
901,67.650,2810731400,269516800,272892040,476643407,1343246354,540232832,12933963,252579855,11.9951,0,25,12.5375,0,0,0,0
902,67.725,2810731400,269516800,272760969,476643407,1343246354,540232832,12868427,252579855,11.9951,0,25,12.3807,0,0,0,0
903,67.800,2810731400,269516800,272892040,476643407,1343246354,540232832,12868427,252579855,11.9951,0,25,12.433,0,0,0,0
904,67.875,2810731400,269516800,272892040,468254799,1343246354,540232832,12868427,252579855,11.9951,0,25,12.5898,0,0,0,0
905,67.950,2810731400,269516800,272892040,468254799,1343246354,540232832,12868427,269357072,12.1886,0,25,12.3807,0,0,0,0
906,68.025,2810731400,269516800,272892040,485032015,1343246354,540232832,12868427,269357072,11.9951,0,25,12.6919,0,0,0,0
907,68.100,2810731400,269516800,272892040,485032015,1343246354,540232832,12868427,269357072,12.1886,0,25,12.3807,0,0,0,0
908,68.175,2810731400,269516800,272760969,476643407,1343246354,540232832,12933963,269357072,12.1886,0,25,12.4853,0,0,0,0
909,68.250,2810731400,269516800,272760969,476643407,1343246353,540232832,12933963,269357072,11.9951,0,25,12.4853,0,0,0,0
910,68.325,2810731400,269516800,272760969,468254799,1343246353,540233088,12933963,252579855,11.9951,0,25,12.3807,0,0,0,0
911,68.400,2810731400,269516800,272760970,468254799,1343246354,540233088,12933963,252579855,11.9951,0,25,12.433,0,0,0,0
912,68.475,2810731400,269516800,272760969,485032015,1343246354,540233088,12933963,252579855,11.9951,0,25,12.7441,0,0,0,0
913,68.550,2810731400,269516800,272892041,485032015,1343246354,540233088,12933963,252579855,11.9951,0,25,12.3309,0,0,0,0
914,68.625,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,12.433,0,0,0,0
915,68.700,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,12.6396,0,0,0,0
916,68.775,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,12.1243,0,0,0,0
917,68.850,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
918,68.925,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
919,69.000,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
920,69.075,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
921,69.150,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
922,69.225,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
923,69.300,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
924,69.375,2810731400,269516800,272892040,476643407,1343246354,540233088,12868427,269357072,12.1886,0,25,7.3125,0,0,0,0
